ROWKEY,COMMCONTENT
100232,第一海水浴场的人很多，基于某些特殊情况，我们带的泳衣没派上用场，赤着脚走在炽热的沙滩上。 许多家长带着孩子在摊上买了塑料铲子和透明水箱，蹦跶着挖小蟹，抓小鱼。
100233,推荐，泰山的一个景点.....
100234,中天门，印象里是缆车的起点吧，1988年缆车就已经排上大队了
100235,人少，车也少，过去不是很远，关键是能避开游人高峰，海边新建的小区神马的建筑风格都挺欧式的
100236,比我想象的小太多了，简直是太小了……跟一个正规的桌子那么大，我以为会是大型的石刻，特别失望，还不如这个“五岳之尊”好
100237,泰山为“五岳之首”，在山东省中部盘恒与济南、长清、肥城、泰安之间，方圆426平方千米。主峰在泰安市境内，海拔1545米。不仅风景壮丽，而且还是中国唯一受过皇帝封禅的名山。从夏、商至今，先后有72位君王来泰山会诸侯、定大位，刻石记号。1987年被列入《世界遗产名录》。
100238,这里有许多特色小吃哦，还有许多工艺品小铺~~~
100239,为了看看天幕我们找到天幕街，其实屋顶是挺美的，但是里面没什么内容，卖的吃的都不是很吸引人，但看一眼也值得了~
100240,短途旅游，喜欢田园风的值得一去！
100241,春天雾霾多，有时候车站都藏在被雾藏起来了，没有了之前的蓝天白云，估计等到夏季会好一些。
100242,目的不是登山，也就没有登到最高处，万佛洞里很是凉爽，有许多佛像，号称有莫高、龙门、云冈的精华
100243,火车站位于市南区，是德国人设计的，外观很漂亮，德式建筑。出车站走几分钟就是栈桥和海水浴场
100244,很壮观的，感觉真的是听大的工程
100245,泰山东路红门进山不久就是斗母宫，道教庙宇值得一看；
100246,走到龙门的时候，体力一家耗了不少，想到后面就是不紧不慢十八盘，开始挑战了。同时，越过龙门，感觉不错！
100247,爱死这里了，就是国庆节悬挂红灯笼特别破坏美感。喜欢这栋房子的每一个细节，地板、枪柜、衣挂、花房、壁炉、书桌、窗台……印象深刻还是怕忘记，有机会一定要再去，悠闲的逛，细细地看。
100248,4年前去的时候，日照的还是还是很干净的，游人也不多，而且还可以赶海
100249,去的人倒是蛮多的，之前被风浪损坏了，现在不知道修好没有。没什么新意。
100250,在趵突泉公园内，泉水清澈，绿树太荫，在炎热的夏季躲到里面，心情好舒畅啊。
100251,一般 没什么可看的 风景还不错
100252,杏坛是为纪念孔子讲学而建，孔子第四十五代孙孔道辅监修孔庙时，将正殿后移，除地为坛，环植以杏。杏坛内用斗八藻井，瓦用黄色琉璃，彩画用金龙和玺，规格很高。
100253,我是晚上去的鲁迅公园 夜晚的鲁迅公园有老爷爷练声 有姑娘卖各种各样的小饰品 也有腻腻歪歪甜甜蜜蜜的青旅 还有我这样子一个人看风景的背包客 很喜欢鲁迅公园的礁石 赤红色的 看看远方的海 会感觉生活真好
100254,月亮湾话说非常一般，就是个海滨浴场。人很多，海也不咋好。不过适合小孩子，游戏项目比较多。
100255,我是觉得没啥大意思，几首军舰在小琴岛上也能看见，儿子也没啥耐心听我讲解，不过带孩子感受一下，还是需要的，这个景点也是要门票的。
100256,大气！去过两次了，第一次许了愿，第二次是去还愿的！
100257,著名的青岛栈桥走到头便是这个回澜阁，这里也有几座投币望远镜可以望远。貌似还是可以看到海军博物馆停驶的舰船。
100258,进入孔庙，得知这是孔子呆过的地方，很多皇上也来过，有的建筑构造感觉有点像故宫哎 有点后悔没请个导游，可能习惯了随意逛哒，只是走马观花的看，不过这样好多历史故事就没听到即使不是周末，人也好多好多啊 孔庙其实挺小的，逛哒个1.5h基本就出来了
100259,建筑很有特色，收门票没进去，只可远观了。窗户很多，院子很大，有个秋千，现象蒋氏家族的人能有这份心情，当着秋千看海。
100260,来蓬莱就是看那传说中的仙气~虽然没看到神仙，不过也还是看到不少漂亮的地方
100261,哈哈，就在我们烟台大学门口，天天宿舍教室来回经过的地方，没什么东西，就一个鸟巢馆，偶尔会有一些个大名星来搞演出演唱会等，没怎么看过。我最喜欢的倒是里的一个轮滑场，不知道现在还有木有~~~
100262,也是青岛的标志性地点了吧~~最出名的就是那个红雕塑了~~没仔细看~就在附近走了走~~一休闲的地方，适合和家人一起去~~
100263,这里的人相对会少一点，但是风景的话一点也不逊色，可能因为名气的原因吧。不过还是推荐，因为这里的风景很不错！
100264,环境倒是一般，最吸引人的是里面可以进行自助烧烤，一家人或朋友几个聚会很不错!
100265,非常坑的景区，90元门票，看了一路非常普通的湿地，观景台也看不到入海口，还要花100元坐船过去
100266,当你到达这里的时候就预示着你即将要到达南天门了，而且能看到南天门，但想一口气爬上去绝对有难度
100267,玉泉寺是个不错的地方 去的人比较多 是一个很著名的名胜古迹 没去过的人 看看可以
100268,火车站附近的一个景点，可惜去的时候断了，不能实现栈桥相送的愿望....
100269,说起来也没什么，就像天津的水上公园，不过有许多美丽的传说发生在这。
100270,离火车站很近走路三五分钟就到了！第一次看到了青岛的海！之前看到新闻青岛的栈桥塌了，所以现在还是在维修只能远远的看看了。
100271,主要是人太多了，在半夜去这里看看，是非常漂亮的，回头望一眼，似乎来到了大都市一般
100272,如果不爱玩水，仰口线比九水线更美
100273,"海滨城市最吸引人的自然是海滨浴场。青岛市内有1,2,3,4,5,6个海滨浴场，黄岛区还有更美的浴场，你来吧。"
100274,景点极多，并且风景秀丽，远离闹市和工业区，一个周末一个山头，非常适合家庭旅游，大部分景区是免费的。
100275,大明湖好大啊，逛了半天才走了不过一半，个人觉得比圆明园都好~~
100276,栈桥的建起觉得就是一个了不起的艺术品，但是不喜欢这里的人多，让栈桥承受了太多它本不应该承受的东西。这些年因为青岛政府的各种维修让栈桥更加不堪一击，一次暴雨就能让百年栈桥断掉，再修补也永远不是曾经的栈桥和回忆，失望。
100277,具有历史色彩，有纪念意义，值得一去，不过爱游山玩水的人就不推荐了~
100278,"岱宗坊位于岱庙北(岱宗大街北侧的红门路南首)，登泰山由此开始，明嘉靖年间建的四柱三门式石坊，造型粗犷、简洁，额题篆书""岱宗坊""三个金色大字。清雍八年(1730年)间重修。坊前有雍正九年《重修泰山上谕碑》和《泰山记碑》东西相峙。"
100279,到了封顶，一块石碑证明了你的劳动成果。对道家文化不甚了解，不知道其意义何在。
100280,这个嘛，这个风景区貌似除了一尊大佛和一个定时喷火的送子观音，也没什么了 是中韩合建的呢
100281,晚上天幕城很漂亮，就是里面小了点，很有特点，各色的小店，里面以甜品，纪念品为主！！
100282,岛岛的标志性建筑地标~~~~~
100283,坐船出海的好地方，就是有点贵~
100284,去的时候正赶上下雨，泉水依旧很清澈~~~
100285,民间传说碧霞元君能福佑众生，特别保护妇女儿童，有求必应。现在每年有逾百万的香客游人登泰山朝拜碧霞元君，心香一瓣 祈神福佑。
100286,五四广场位于青岛市政府对面，五四广场里那个像火炬一样的红色建筑是五月的风，是青岛的一个标志，另外，五四广场紧邻海边，靠近奥帆基地，也就是08年奥运会帆船赛的地址，周边有心海广场等购物餐饮的地方，不管白天晚上，这个地方都很美，你可以沿着海边慢慢散步。
100287,能一口气爬上去，消耗的体力不是一般的大啊，还好我只是从中天门才开始爬山的，这段路也是歇了N次才爬上去
100288,和芙蓉街、省图老馆离得不远。人不少，门票不贵，有免费景点。逛完一圈发现北方的园林基本一个样。
100289,济南以泉为名 称之泉城。只是感觉趵突泉里面的人太多 乱糟糟的就市区了观景的心情。
100290,我们坐公交车到了大明湖畔东门，可惜寒风瑟瑟，昔日景点的荷花池尽数凋谢。两岸垂柳仅剩灰黄的柳枝。湖水很清，园林风景依旧旖旎。春风未来，游人寥寥，湖面轻波袅袅，倒也不失风韵。不知道是因为春节，还是因为济南人民的习惯本是如此，餐厅都很迟才开店，就连一向在景区附近有好多的早点摆摊的场景，我们都从未遇见。（结果我们都只能在中午狂戳，以拯救我们饿到极致的胃）提示：大明湖分南岸和北岸，南岸不需要门票，北岸因为有一些古建筑是30元门票。学生证半价，超然楼另外收费40元（据说超然楼可以俯瞰整个大明湖，我们没上）。联票（含大明湖、超然楼）70元，游船（小船）10元，大船20。如果你只是想看看大明湖的夏雨荷，七八月时大明湖会举办荷花展。这个时候你若是去大明湖，还能乔装成夏雨荷，看能否偶（yue）遇（pao）到你的皇上？
